station_name,station_id,index_nbr,latitude,longitude,obs_rems
MIHO AB,264289943,47743,35 29 36N,133 14 21E,"A, GOS"
MIKHAILOVKA,264290233,29802,53 49 00N,076 32 00E,"GOS, RBSN(S)"
MIKKELI AIRPORT,264304335,2947,61 41 19N,027 12 08E,"A, GOS"
MIKOLAIV,264310117,33846,47 02 00N,031 57 00E,"A, GOS, CLIMAT(C)"
MIKOLAJKI,264307101,12280,53 47 21N,021 35 19E,"GOS, RBSN(S)"
MILAGRO,264296007,84202,02 06 56S,079 35 57W,"GOS, RBSN(S)"
MILANGE,264286109,67260,16 06 00S,035 46 00E,"GOS, CLIMAT(C)"
MILANO LINATE RDS,264306041,16080,45 27 41N,009 16 59E,"A, R, GOS, RBSN(T)"
MILANO MALPENSA,264305721,16066,45 37 48N,008 43 23E,"A, GOS"
MILANO/LINATE (16080-0),264305731,16080,45 26 58N,009 16 42E,"A, GOS, RBSN(S)"
MILANO/LINATE (16081-0),264305733,16081,45 27 36N,009 15 30E,GOS
"MILDRED LAKE, ALTA",264296845,71255,57 02 28N,111 33 32W,GOS
MILDURA AIRPORT,264300561,94693,34 14 09S,142 05 12E,"A, RADAR, WR, GOS, GSN, CLIMAT(C), RBCN, RBSN(S), WRO"
"MILES CITY, MT",264299669,74230,46 26 00N,105 52 00W,GOS
MILES CONSTANCE STREET,264301073,95529,26 39 25S,150 10 55E,"GOS, CLIMAT(C), RBCN"
MILESOVKA,264303729,11464,50 33 18N,013 55 51E,"GOS, GSN, CLIMAT(C), RBCN"
MILFORD AERO AWS,264302197,93721,44 40 22S,167 55 22E,"A, GOS"
MILFORD HAVEN CONSERVANCY BOARD,264310399,3604,51 42 32N,005 03 12W,"C, GOS"
"MILFORD MUNICIPAL, UT.",264299293,72475,38 25 00N,113 01 00W,"A, GOS, RBSN(S)"
MILHOSTOV,264308507,11978,48 40 00N,021 44 00E,"AGRIMET, GOS"
"MILI ATOLL AWS, MARSHALL IS.",264301949,91377,06 06 00N,171 24 00E,"GOS, RBSN(S)"
"MILI ATOLL, MARSHALL IS.",264301951,91378,06 05 00N,171 44 00E,"GOS, RBSN(S)"
MILIANA,264284783,60430,36 18 00N,002 14 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MILINGIMBI AWS,264299979,94140,12 05 35S,134 53 31E,"A, GOS"
"MILK RIVER RIDGE RESERVOIR, ALTA",264296421,71015,49 17 02N,112 32 18W,GOS
"MILK RIVER, ALTA",264296823,71244,49 08 00N,112 03 00W,GOS
MILLAU,264304645,7558,44 07 07N,003 01 10E,"GOS, RBSN(S)"
MILLEROVO,264308199,34438,48 56 00N,040 23 00E,GOS
MILLSTATT,264303063,11215,46 48 29N,013 34 22E,GOS
MILOS,264305325,16738,36 44 19N,024 25 45E,GOS
"MILWAUKEE/GEN. MITCHELL, WI.",264299507,72640,42 57 00N,087 54 00W,"A, GOS, CLIMAT(C), RBSN(S)"
MIMANA,264287249,40922,35 56 00N,064 46 00E,"A, GOS, RBSN(S)"
MIMOSA,264285905,67699,16 05 00S,035 35 00E,GOS
MINA,264292941,41031,21 25 00N,039 52 00E,GOS
MINA SALALAH,264291077,41312,16 56 04N,054 00 30E,"C, GOS"
MINAMIDAITOJIMA,264290187,47945,25 49 44N,131 13 43E,"C, R, WN, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
MINAMITORISHIMA,264290195,47991,24 17 18N,153 59 00E,"R, WN, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
MINBU,264290917,48064,20 10 00N,094 53 00E,GOS
MINCHUKUR,264293505,38816,38 39 00N,066 56 00E,"M, GOS, CLIMAT(C)"
MINCHUMINA,264298803,70246,63 54 00N,152 16 00W,"A, GOS"
MINDAT,264290895,48045,21 23 00N,093 57 00E,"GOS, RBSN(S)"
MINDELO,264285115,8583,16 50 01N,025 03 17W,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MINEIROS,264295365,86751,17 34 21S,052 35 43W,GOS
MINERAL'NYE VODY (37054-0),264308317,37054,44 14 00N,043 04 00E,"GOS, RBSN(S)"
MINERAL'NYE VODY (37055-1),264308389,37055,44 13 00N,043 06 00E,"GOS, RBSN(T)"
MINFENG,264287581,51839,37 04 00N,082 43 00E,"GOS, RBSN(T)"
MINGACHEVIR,264303287,37744,40 46 00N,047 03 00E,GOS
MINGALADON,264290959,48096,16 54 00N,096 11 00E,"A, GOS"
MINICOY,264289337,43369,08 18 00N,073 09 00E,"C, R, WN, WT, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
MININO,264292089,29571,56 04 00N,092 44 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MINJIVAN,264303381,37968,39 00 00N,046 40 00E,GOS
MINLATON AERO,264301191,95659,34 44 53S,137 31 39E,"A, GOS"
MINNA,264286251,65123,09 37 00N,006 32 00E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MINNA BLUFF,264310715,89768,78 33 00S,166 39 00E,"GOS, ANTON, CLIMAT(C)"
"MINNEAPOLIS/ST.PAUL INT., MN.",264299535,72658,44 53 00N,093 13 00W,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MINNIPA DPI,264301197,95662,32 50 34S,135 09 05E,GOS
MINQIN,264287609,52681,38 38 00N,103 05 00E,"GOS, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
MINSK,264303421,26850,53 55 43N,027 38 07E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MINUSINSK,264292205,29866,53 43 00N,091 42 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MINYA,264285445,62387,28 05 00N,030 44 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MIR KHANI,264291099,41509,35 30 00N,071 42 00E,GOS
"MIRAMICHI RCS, NB",264297703,71744,47 00 34N,065 27 54W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MIRANDA,264295457,86807,20 23 44S,056 25 54W,GOS
MIRI,264301907,96449,04 20 00N,113 59 00E,"A, C, RADAR, GOS, CLIMAT(C), RBCN, RBSN(S), WRO"
MIRNVY,264291625,24726,62 32 00N,113 52 00E,"GOS, RBSN(ST)"
MIRNYJ (28741-0),264291955,28741,54 33 00N,060 18 00E,GOS
MIRNYJ (89592-0),264310661,89592,66 33 07S,093 00 53E,"C, R, GOS, GSN, GUAN, ANTON, CLIMAT(C), ANTON(T)"
MISAMFU,264287077,67476,10 06 00S,031 15 00E,"AGRIMET, GOS, RBCN, RBSN(S)"
MISAWA AB,264289745,47580,40 42 19N,141 22 19E,"A, R, WT, GOS"
"MISCOU ISLAND (AUT), NB",264297661,71719,48 00 32N,064 29 39W,"GOS, RBSN(S)"
MISHIMA,264289857,47657,35 06 50N,138 55 31E,GOS
MISIMA W.O.,264302363,92087,10 41 00S,152 50 00E,"A, C, GOS, CLIMAT(C), RBCN, RBSN(S)"
MISKOLC,264305461,12772,48 05 41N,020 43 36E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
"MISSOULA / JOHNSON-BELL FIELD, MT.",264299613,72773,46 55 00N,114 05 00W,"A, GOS, CLIMAT(C), RBSN(S)"
MISTELBACH,264303161,11332,48 34 15N,016 36 34E,GOS
"MISTOOK, QUE",264297073,71381,48 35 54N,071 42 57W,GOS
MISURATA,264285765,62016,32 14 33N,015 01 16E,"C, GOS, CLIMAT(C), RBCN, RBSN(S), CTBTO"
MITCHELL POST OFFICE,264300329,94514,26 29 20S,147 58 40E,GOS
MITO,264289813,47629,36 22 52N,140 28 05E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MITRIBAH,264290635,40551,29 49 00N,047 21 00E,"GOS, CLIMAT(C)"
MITTARFIK AASIAAT (EGEDESMINDE LUFTHAVN),264305371,4224,68 43 00N,052 47 00W,"A, C, GOS, RBSN(S)"
MITTARFIK ILULISSAT (JAKOBSHAVN LUFTHAVN),264305369,4221,69 14 25N,051 03 58W,"A, GOS, RBSN(S)"
MITTARFIK KANGERLUSSUAQ (SDR. STROEMFJORD LUFTHAVN),264305375,4231,67 01 00N,050 43 00W,"A, GOS, RBSN(S)"
MITTARFIK KULUSUK,264305425,4361,65 34 00N,037 08 00W,"A, GOS"
MITTARFIK MANIITSOQ (SUKKERTOPPEN LUFTHAVN),264305379,4241,65 25 00N,052 56 00W,"A, C, GOS, RBSN(S)"
MITTARFIK NARSARSUAQ (4270-0),264305393,4270,61 10 00N,045 25 00W,"A, GOS, RBSN(S)"
MITTARFIK NARSARSUAQ (4270-1),264305453,4270,61 10 00N,045 25 00W,"R, WN, GOS, GUAN, RBSN(T)"
MITTARFIK NERLERIT INAAT (CONSTABLE PYNT),264305419,4341,70 45 00N,022 39 00W,"A, GOS"
MITTARFIK NUUK (GODTHAAB LUFTHAVN),264305387,4254,64 12 00N,051 41 00W,"A, GOS"
MITTARFIK PAAMIUT (FREDERIKSHAAB LUFTHAVN),264305389,4260,62 01 00N,049 40 00W,"A, GOS, RBSN(S)"
MITTARFIK QAANAAQ,264305353,4205,77 29 00N,069 23 00W,GOS
MITTARFIK QAARSUT (UUMMANNAQ LUFTHAVN),264305359,4213,70 44 00N,052 42 00W,"A, C, GOS, RBSN(S)"
MITTARFIK SISIMIUT (HOLSTEINSBORG LUFTHAVN),264305377,4234,66 57 05N,053 43 46W,"A, C, WP, GOS, RBSN(S)"
MITTARFIK UPERNAVIK (UPERNAVIK LUFTHAVN),264305357,4211,72 47 00N,056 08 00W,"A, C, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MITU *,264295931,80361,01 07 00N,070 05 00W,GOS
MITWABA,264285365,64348,08 36 00S,027 20 00E,GOS
MITZIC,264285601,64552,00 47 00N,011 32 00E,"GOS, CLIMAT(C)"
MIYAKEJIMA,264289885,47677,34 07 26N,139 31 17E,GOS
MIYAKO,264289755,47585,39 38 49N,141 57 57E,"C, GOS"
MIYAKO AIRPORT,264290165,47926,24 46 58N,125 17 42E,"A, GOS"
MIYAKOJIMA,264290167,47927,24 47 40N,125 16 42E,"C, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MIYAKONOJO,264290073,47829,31 43 48N,131 04 54E,GOS
MIYAZAKI,264290075,47830,31 56 18N,131 24 51E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MIYAZAKI AIRPORT,264290111,47857,31 52 38N,131 26 55E,"A, GOS"
MJOLFJELL,264306803,1344,60 42 07N,006 56 14E,GOS
MKUSHI,264287097,67575,13 38 00S,029 26 00E,GOS
MLAWA,264307097,12270,53 06 15N,020 21 40E,"GOS, RBSN(S)"
MO I RANA AP,264306629,1151,66 21 52N,014 18 05E,GOS
MOANDA,264285315,64201,06 00 00S,012 25 00E,"A, GOS"
MOBAYE,264285187,64665,04 19 00N,021 11 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
"MOBILE UPPER AIR STATION-ATLANTIC, NS",264296733,71194,40 00 00N,050 00 00W,"WN, GOS"
"MOBILE UPPER AIR STATION-ONTARIO, ONT",264296597,71117,40 00 00N,050 00 00W,"WN, GOS"
"MOBILE/BATES FIELD,  AL.",264298941,72223,30 41 00N,088 15 00W,"A, GOS, CLIMAT(C), RBSN(S)"
MOCAMBINHO (83389-0),264294691,83389,15 03 00S,044 01 00W,GOS
MOCAMBINHO (86720-0),264295319,86720,15 05 10S,044 00 58W,GOS
MOCAMEDES,264285003,66422,15 12 00S,012 09 00E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MOCHOVCE,264308473,11856,48 17 00N,018 27 00E,GOS
MOCIMBOA DA PRAIA,264286083,67205,11 21 00S,040 22 00E,"A, C, GOS, CLIMAT(C), RBCN, RBSN(S)"
MOCUBA,264286115,67271,16 50 00S,036 59 00E,"GOS, CLIMAT(C), RBSN(S)"
MODALEN III,264306785,1326,60 51 22N,005 58 23E,GOS
MOEHLIN,264309325,6641,47 34 20N,007 52 40E,GOS
MOELA (83599-0),264294827,83599,24 03 00S,046 16 00W,GOS
MOELA (83787-0),264294995,83787,24 03 00S,046 16 00W,GOS
MOELA (86924-0),264295647,86924,24 02 51S,046 15 47W,GOS
MOENICHKIRCHEN,264303041,11185,47 30 40N,016 02 00E,GOS
MOGADISCIO,264286433,63260,02 02 00N,045 21 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MOGILEV,264303427,26863,53 57 20N,030 05 46E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MOGOCHA,264292337,30673,53 45 00N,119 44 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
MOGOKE,264290879,48034,22 55 12N,096 30 00E,GOS
MOGZON,264292413,30843,51 44 00N,112 00 00E,GOS
MOHABAD,264289383,40726,36 45 12N,045 42 55E,"GOS, RBSN(S)"
MOHAMMEDIA,264286025,60146,33 43 00N,007 24 00W,"GOS, RBSN(S)"
MOHE,264287475,50136,52 58 15N,122 31 49E,GOS
MOHYLIV-PODIL'S'KYI,264310091,33663,48 27 00N,027 47 00E,GOS
MOIYNTY,264290299,35793,47 13 00N,073 21 00E,GOS
MOKHA,264293613,41477,13 15 00N,043 17 00E,"C, GOS, RBSN(S)"
MOKHOTLONG,264285741,68452,29 16 00S,029 08 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MOKOHINAU ISLAND AWS,264302065,93069,35 54 10S,175 06 55E,"GOS, RBSN(S)"
MOKPO,264290591,47165,34 49 01N,126 22 52E,"C, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MOKUR,264287299,40980,32 50 00N,067 47 00E,"A, GOS"
MOLCHANOVO,264292027,29332,57 34 33N,083 45 37E,"GOS, RBSN(S)"
MOLDE AP,264306671,1217,62 44 40N,007 15 42E,GOS
MOLDOVA VECHE,264307535,15388,44 43 21N,021 38 00E,GOS
MOLE SAINT-NICOLAS,264298443,78401,19 49 00N,073 23 00W,"C, GOS, CLIMAT(C)"
MOLINA DE ARAGON,264308657,8232,40 50 40N,001 52 44W,GOS
"MOLINE/QUAD CITY, IL.",264299399,72544,41 27 00N,090 31 00W,"A, GOS, CLIMAT(C)"
MOLLIS,264309597,6810,47 04 48N,009 04 00E,GOS
MOLODEZNAJA,264310639,89542,67 39 35S,045 51 05E,"C, GOS, ANTON, CLIMAT(C)"
"MOLOKAI, MOLOKAI, HAWAII",264302673,91186,21 09 00N,157 06 00W,"A, GOS"
MOLTENO RESERVIOR,264286707,68819,33 56 16S,018 24 39E,GOS
MOMBASA INTERNATIONAL AIRPORT,264285739,63820,04 00 54S,039 36 23E,"A, C, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MOMBETSU,264289679,47435,44 20 42N,143 21 19E,"C, GOS"
MOMBETSU AIRPORT,264289685,47474,44 18 15N,143 24 15E,"A, GOS"
MOMOTE W.O.,264302327,92044,02 03 00S,147 25 00E,"A, C, R, WT, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
MOMUY RADAR,264304675,7606,43 37 28N,000 36 34W,"RADAR, GOS, WRO"
MONA,264310323,3301,53 15 36N,004 22 34W,"A, GOS"
MONASTIR-SKANES,264286999,60740,35 40 00N,010 45 00E,"A, AGRIMET, GOS, RBCN, RBSN(S)"
MONBACA (BENGUELA),264284993,66310,12 35 00S,013 25 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MONCHEGORSK,264307637,22212,67 56 32N,032 55 27E,"GOS, RBSN(S)"
"MONCLOVA, COAH.",264298533,76342,26 54 01N,101 26 02W,"GOS, CLIMAT(C), RBSN(S), RBCN"
"MONCTON A, NB",264297639,71705,46 06 19N,064 41 02W,"A, GOS"
MONDOL KIRI,264287445,48971,12 27 00N,107 11 00E,"GOS, RBSN(S)"
MONDOVI,264305761,16114,44 23 25N,007 49 45E,GOS
MONDSEE,264303013,11153,47 51 03N,013 20 50E,GOS
MONDY,264292397,30802,51 41 00N,100 59 00E,"GOS, RBSN(S)"
"MONETTE, MO.",264299127,72349,36 54 37N,094 00 54W,"A, GOS"
MONGHSAT,264290925,48070,20 33 00N,099 16 00E,"A, GOS"
MONGLA,264287397,41958,22 36 00N,089 30 00E,GOS
MONGO,264285219,64758,12 11 00N,018 41 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MONGU,264287109,67633,15 15 00S,023 09 00E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MONKEY BAY,264285897,67690,14 05 00S,034 55 00E,GOS
MONT AIGOUAL,264304647,7560,44 07 17N,003 34 53E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MONT-COLOMBIS RADAR,264304659,7578,44 29 46N,006 13 13E,"RADAR, GOS, WRO"
MONT-DE-MARSAN,264304677,7607,43 54 35N,000 30 01W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
"MONT-JOLI A, QUE",264297659,71718,48 36 00N,068 13 00W,"A, GOS, RBSN(S)"
MONT-MAUREL RADAR,264304655,7572,44 00 46N,006 31 45E,"RADAR, GOS, WRO"
MONT-RIGI,264303519,6494,50 30 39N,006 04 24E,GOS
"MONTAGNIER, BAGNES",264309651,6615,46 04 16N,007 13 31E,GOS
MONTAGUE ISLAND LIGHHOUSE,264300909,94939,36 15 07S,150 13 39E,"C, LH, GOS"
MONTALVANIA,264295277,86693,14 24 29S,044 24 15W,GOS
MONTANA (15507-0),264303559,15507,43 25 00N,023 13 00E,GOS
MONTANA (6724-0),264309469,6724,46 17 55N,007 27 39E,GOS
MONTANCY-RADAR,264304557,7291,47 22 07N,007 01 08E,"RADAR, GOS, WRO"
MONTAUBAN,264304637,7540,44 01 41N,001 22 36E,"A, GOS"
MONTCLAR RADAR,264304699,7637,43 59 26N,002 36 35E,"RADAR, GOS, WRO"
MONTE ALEGRE,264294221,82181,02 00 00S,054 05 00W,"GOS, CLIMAT(C), RBSN(S)"
MONTE ALEGRE DE GOIAS,264295243,86670,13 14 53S,046 53 23W,GOS
MONTE ARGENTARIO,264305825,16168,42 23 13N,011 10 11E,"M, GOS"
MONTE AZUL,264294689,83388,15 05 00S,042 45 00W,"GOS, RBSN(S)"
MONTE BISBINO,264305727,16073,45 52 24N,009 03 55E,GOS
MONTE CALAMITA,264305845,16197,42 43 52N,010 23 44E,"C, GOS"
MONTE CASEROS AERO,264293699,87393,30 16 00S,057 39 00W,"A, GOS, CLIMAT(C), RBCN"
MONTE CIMONE,264305793,16134,44 11 37N,010 42 00E,"M, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MONTE CRISTI,264298361,78451,19 53 00N,071 39 00W,GOS
MONTE DOURADO,264294193,82091,00 53 00S,052 36 00W,"A, GOS"
MONTE GENEROSO,264309537,6777,45 55 39N,009 01 04E,"M, GOS"
MONTE LEMA,264309525,6768,46 02 27N,008 50 00E,"WR, GOS"
MONTE REAL,264307241,8540,39 49 41N,008 52 58W,"A, GOS"
MONTE ROSA,264309499,6747,45 57 24N,007 48 53E,GOS
MONTE S. ANGELO,264305905,16258,41 42 30N,015 56 52E,"M, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MONTE SANTO,264294551,83090,10 26 00S,039 18 00W,GOS
MONTE SCURO,264305955,16344,39 19 50N,016 23 47E,"M, GOS, CLIMAT(C), RBCN, RBSN(S)"
MONTE SETTEPANI,264305757,16111,44 14 33N,008 12 04E,GOS
MONTE TERMINILLO,264305863,16219,42 28 00N,012 59 00E,"M, GOS, CLIMAT(C), RBCN, RBSN(S)"
MONTE VERDE,264295563,86870,22 51 42S,046 02 35W,GOS
MONTEAGUDO,264293893,85312,19 47 00S,063 55 00W,"A, GOS, CLIMAT(C), RBSN(S)"
MONTEGO BAY/SANGSTER,264298493,78388,18 30 00N,077 55 00W,"A, C, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MONTEIRO (81914-0),264294091,81914,07 53 39S,037 07 28W,GOS
MONTEIRO (82792-0),264294423,82792,07 53 00S,037 04 00W,GOS
MONTELIMAR,264304657,7577,44 34 52N,004 43 59E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MONTEPUEZ,264286093,67223,13 08 00S,039 02 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
"MONTEREY/NAF, CA.",264299313,72491,36 36 00N,121 51 00W,"A, GOS"
MONTERIA/LOS GARZONES,264295859,80063,08 49 00N,075 51 00W,"A, GOS, RBSN(S)"
"MONTERREY, N.L.",264298541,76393,25 40 58N,100 16 18W,"GSN, RBCN, GOS, CLIMAT(C), RBSN(S)"
MONTES CLAROS (83437-0),264294715,83437,16 43 00S,043 52 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MONTES CLAROS (86740-0),264295349,86740,16 43 00S,043 52 00W,GOS
MONTES CLAROS (AERO),264294713,83436,16 42 00S,043 49 00W,"A, GOS"
"MONTGOMERY/DANNELLY,  AL.",264298947,72226,32 18 00N,086 24 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MONTIJO,264307229,8534,38 42 51N,009 01 29W,"A, GOS"
MONTO TOWNSHIP,264300219,94377,24 51 51S,151 07 29E,"A, GOS"
MONTPELLIER,264304705,7643,43 34 37N,003 57 47E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
"MONTREAL/PIERRE ELLIOTT TRUDEAU INT'L A, QUE",264297525,71627,45 28 00N,073 45 00W,"A, GOS"
"MONTREAL/PIERRE ELLIOTT TRUDEAU INTL, QUE",264296711,71183,45 28 04N,073 44 30W,"GOS, RBSN(S)"
"MONTREAL/ST-HUBERT A, QUE",264297053,71371,45 31 00N,073 25 00W,"A, GOS"
MONYWA,264290885,48037,22 06 00N,095 08 00E,"GOS, RBSN(S)"
"MOODY AFB, GA",264299881,74781,30 58 00N,083 12 00W,GOS
MOOI RIVER,264286577,68485,29 13 05S,030 00 09E,GOS
MOOMBA AIRPORT,264301057,95481,28 05 59S,140 11 44E,"A, GOS, RBSN(S)"
MOORABBIN AIRPORT,264300805,94870,37 58 48S,145 05 47E,"A, GOS"
MOORE REEF,264301013,95290,16 51 21S,146 13 54E,"C, GOS"
"MOOSE JAW A, SASK",264297905,71864,50 20 00N,105 33 00W,"A, GOS"
"MOOSE JAW CS, SASK",264297371,71539,50 19 54N,105 32 15W,"GOS, RBSN(S)"
"MOOSONEE A, ONT",264297859,71836,51 17 29N,080 36 27W,"A, GOS"
"MOOSONEE RCS, ONT",264296947,71309,51 17 30N,080 37 05W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
"MOOSONEE UA, ONT",264298143,71836,51 16 00N,080 39 00W,"R, WN, GOS, GUAN, RBSN(T)"
"MOOSONEE, ONT",264297103,71398,51 17 28N,080 36 28W,GOS
MOPTI,264285935,61265,14 31 00N,004 06 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MORA,264309039,2441,60 57 39N,014 30 26E,GOS
MORADA NOVA (81832-0),264294021,81832,05 08 11S,038 21 23W,GOS
MORADA NOVA (82588-0),264294347,82588,05 05 00S,038 23 00W,GOS
MORADABAD,264288483,42187,28 50 00N,078 45 00E,GOS
MORANBAH AIRPORT,264300247,94397,22 03 52S,148 04 34E,"A, GOS"
MORANT POINT,264298497,78399,17 55 00N,076 11 00W,"C, LH, GOS"
MORARESTI,264307509,15345,45 00 59N,024 34 13E,GOS
MORAWA AIRPORT,264300271,94417,29 12 14S,116 01 29E,"A, GOS, CLIMAT(C), RBCN"
"MORDEN CDA CS, MAN",264297419,71564,49 11 16N,098 05 02W,"GOS, RBSN(S)"
MOREE AERO,264301071,95527,29 29 23S,149 50 50E,"A, R, RADAR, WN, GOS, CLIMAT(C), RBCN, RBSN(ST), WRO"
"MORELIA, MICH.",264298611,76665,19 43 18N,101 10 58W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MOREMI,264285037,68031,19 20 00S,023 25 00E,GOS
MORIOKA,264289753,47584,39 41 54N,141 09 58E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MORMUGAO,264289151,43196,15 25 00N,073 47 00E,"C, GOS"
MORNINGTON ISLAND,264300063,94256,16 39 50S,139 11 01E,"C, RADAR, GOS, WRO"
MORNINGTON ISLAND AIRPORT,264300059,94254,16 39 43S,139 09 56E,"A, C, GOS"
MOROGORO,264286933,63866,06 50 00S,037 39 00E,"A, GOS, RBCN, RBSN(S)"
MOROMBE,264285853,67131,21 45 00S,043 22 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MORON DE LA FRONTERA,264308709,8397,37 09 52N,005 36 41W,"A, GOS, CLIMAT(C)"
MORONA,264296123,84378,03 44 00S,073 15 00W,"GOS, CLIMAT(C)"
MORONDAVA,264285851,67117,20 17 00S,044 19 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
MORONI AIRPORT (GRANDE-COMORE),264285221,67001,11 42 00S,043 14 00E,"A, WT, GOS, CLIMAT(C)"
MOROZOVSK,264308209,34545,48 21 00N,041 52 00E,"GOS, RBSN(S)"
MORRETES,264295661,86934,25 30 32S,048 48 31W,GOS
"MORRIN AGDM, ALTA",264296849,71257,51 39 37N,112 40 30W,GOS
MORRINHOS,264295371,86755,17 43 00S,049 06 00W,GOS
MORRO DO CHAPEU,264294575,83184,11 13 00S,041 13 00W,GOS
MORRO DOS CAVALOS,264294379,82684,07 51 00S,041 54 00W,GOS
MORSANSK,264308075,27848,53 27 00N,041 48 00E,GOS
MORTLAKE RACECOURSE,264300761,94840,38 04 25S,142 46 28E,GOS
MORUYA AIRPORT AWS,264301429,95937,35 54 01S,150 08 37E,"A, GOS"
MORUYA HEADS PILOT STATION,264300905,94937,35 54 33S,150 09 12E,"C, GOS, GSN, CLIMAT(C), RBCN"
MORZHOVEC,264307663,22361,66 43 00N,042 29 00E,GOS
MOSEEVO,264307685,22481,65 46 00N,046 12 00E,GOS
MOSEN,264309331,6644,47 14 38N,008 13 58E,GOS
MOSEULPO,264290623,47187,33 14 00N,126 15 00E,"A, GOS"
MOSHI,264286913,63790,03 21 00S,037 20 00E,"A, GOS"
MOSJOEN AP,264306601,1122,65 47 03N,013 13 04E,"A, GOS"
MOSKOVO,264292119,29632,55 19 00N,083 36 00E,GOS
MOSKVA (DOLGOPRUDNYJ),264308377,27612,55 55 48N,037 31 06E,"GOS, RBSN(T), GRUAN"
MOSKVA VDNH,264308015,27612,55 50 00N,037 37 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
MOSONMAGYAROVAR,264305469,12815,47 53 00N,017 17 00E,GOS
"MOSS TOWN, EXUMA",264296357,78091,23 33 00N,075 52 00W,"GOS, RBSN(S)"
MOSS VALE AWS,264300633,94746,34 31 31S,150 25 18E,GOS
"MOSSLEIGH AGCM, ALTA",264296493,71057,50 40 21N,113 20 55W,GOS
MOSSORO,264294025,81834,05 04 54S,037 22 07W,GOS
MOSSORO (AERO),264294351,82592,05 11 00S,037 21 00W,"A, GOS"
MOSSTRAND II,264306949,1450,59 50 22N,008 10 45E,GOS
MOSTAGANEM,264284793,60457,35 53 00N,000 07 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MOSTAR,264303541,14648,43 20 54N,017 47 38E,"AGRIMET, GOS, CLIMAT(C), RBCN, RBSN(S)"
MOSTARDAS (83970-0),264295123,83970,31 15 00S,050 54 00W,"GOS, RBSN(S)"
MOSTARDAS (86994-0),264295771,86994,31 14 52S,050 54 20W,GOS
MOSUL,264289525,40608,36 19 00N,043 09 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
MOTIHARI,264288593,42383,26 40 00N,084 55 00E,GOS
MOTOKWE,264285073,68228,24 03 40S,023 17 51E,GOS
MOTTEC,264309455,6716,46 08 52N,007 37 27E,GOS
MOTYGINO,264292019,29276,58 11 01N,094 44 16E,"GOS, RBSN(S)"
